web-scraper-order,web-scraper-start-url,page,page-href,question,underline
"1708214211-359","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","Click here to download this test for offline viewing.",""
"1708214218-360","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","がん治療は日々進んでおり、患者さんが受け取れる恩恵は、わずかでも日々増えているのです。","恩恵"
"1708214218-361","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","1. 恩恵
 おんえ
 おんえい
 おんけい
 おんけつ",""
"1708214218-362","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","わたしの研究の大半は、未知のエネルギーの場をそくていすることが中心だから、無関係の放射エネルギーや雑音の届かない場所でおこなう必要がある。","そくてい"
"1708214218-363","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","2. そくてい
 測定
 側定
 則定
 賄定",""
"1708214218-364","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","思考が質量を持っているなら、思考は重力を持ち、物体を引き寄せることができます。","重力"
"1708214218-365","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","3. 重力
 ちょうりき
 じゅうりき
 ちょうりょく
 じゅうりょく",""
"1708214218-366","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","彼は世論の反戦ムードに押され、北ベトナム爆撃のていしを表明したテレビ演説の最後に突然、次の大統領選には出馬しないと宣言した。","ていし"
"1708214218-367","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","4. ていし
 亮止
 涼止
 停止
 亭止",""
"1708214218-368","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","傾きの急な側面の下に六角形の容器があり、そこに水がたたえられている。","容器"
"1708214218-369","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","5. 容器
 よき
 ようき
 よくき
 よっき",""
"1708214218-370","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","コン・ユが久しぶりに日本の劇場にとうじょうした。","とうじょう"
"1708214218-371","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","6. とうじょう
 澄場
 廃場
 発場
 登場",""
"1708214218-372","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","「検診」によって、どこにどのようながんができたかを把握することができれば、戦略的に治療を組み立てることができるのですから、「検診」も有効なのです。","組み立てる"
"1708214218-373","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","7. 組み立てる
 ぐみたてる
 ぐみだてる
 くみたてる
 くみだてる",""
"1708214218-374","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","その恐ろしい事件の直後の数時間で、じゅんすい知性科学の分野は大きな発展をとげた。","じゅんすい"
"1708214218-375","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","8. じゅんすい
 純粋
 純忰
 鈍粋
 鈍忰",""
"1708214218-376","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","取引を解禁して需要を満たせば、ヤミ市場を壊滅させられるし、密猟対策と保護に必要な資金も得られるというのだ。","対策"
"1708214218-377","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","9. 対策
 たいせき
 たいさく
 たいむち
 たいもく",""
"1708214218-378","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","彼女はじかんわりを説明しながら、案内図にそれぞれの教室への行き方をマーカーで書き入れると、細長い紙切れをくれた。","じかんわり"
"1708214218-379","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","10. じかんわり
 時間割
 時間憲
 時間轄
 時間害",""
"1708214218-380","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","需要が刺激された上、違法な象牙を合法と装って取引しやすくなった。","装って"
"1708214218-381","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","11. 装って
 あって
 きそって
 よそおって
 あじわって",""
"1708214218-382","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","早稲田大学はしりつで学費も安くない。","しりつ"
"1708214218-383","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","12. しりつ
 秩立
 私立
 称立
 秋立",""
"1708214218-384","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","Answer Key:",""
"1708214218-385","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","Question 1: 3 (恩恵 => おんけい)
Question 2: 1 (そくてい => 測定)
Question 3: 4 (重力 => じゅうりょく)
Question 4: 3 (ていし => 停止)
Question 5: 2 (容器 => ようき)
Question 6: 4 (とうじょう => 登場)
Question 7: 3 (組み立てる => くみたてる)
Question 8: 1 (じゅんすい => 純粋)
Question 9: 2 (対策 => たいさく)
Question 10: 1 (じかんわり => 時間割)
Question 11: 3 (装って => よそおって)
Question 12: 2 (しりつ => 私立)",""
"1708214218-386","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","New words:",""
"1708214218-387","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","治療 (chiryou): medical treatment",""
"1708214218-388","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","患者 (kanja): (a) patient",""
"1708214218-389","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","受け取る (uketoru): to receive, to get",""
"1708214218-390","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","恩恵: grace, favor, blessing, benefit",""
"1708214218-391","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","未知 (michi): not yet known",""
"1708214218-392","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","エネルギー: energy",""
"1708214218-393","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","そくてい: measurement",""
"1708214218-394","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","中心 (chuushin): center, heart, core",""
"1708214218-395","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","無関係 (mukankei): unrelated",""
"1708214218-396","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","放射エネルギー (housha enerugii): radiant energy",""
"1708214218-397","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","雑音 (zatsuon): noise (jarring, grating)",""
"1708214218-398","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","思考 (shikou): thought, consideration, thinking",""
"1708214218-399","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","質量 (shitsuryou): mass",""
"1708214218-400","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","重力: gravity",""
"1708214218-401","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","物体 (buttai): body, object",""
"1708214218-402","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","引き寄せる (hikiyoseru): to draw or pull something towards oneself",""
"1708214218-403","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","世論 (seron): public opinion",""
"1708214218-404","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","反戦 (hansen): anti-war",""
"1708214218-405","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","爆撃 (bakugeki): bombing (raid)",""
"1708214218-406","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","ていし: suspension, stoppage",""
"1708214218-407","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","表明 (hyoumei): declaration, indication",""
"1708214218-408","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","演説 (enzetsu): speech, address",""
"1708214218-409","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","大統領選 (daitouryousen): presidential election",""
"1708214218-410","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","出馬 (shutsuba): running for election",""
"1708214218-411","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","宣言 (sengen): declaration, proclamation",""
"1708214218-412","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","傾き (katamuki): slope, inclination, tendency",""
"1708214218-413","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","側面 (sokumen): side, flank",""
"1708214218-414","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","六角形 (sokkakukei): hexagon",""
"1708214218-415","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","容器: container, vessel",""
"1708214218-416","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","劇場 (gekijou): theater",""
"1708214218-417","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","とうじょう: entry (on stage), appearance (on screen), introduction (into a market)",""
"1708214218-418","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","把握 (haaku): grasp, catch, understanding",""
"1708214218-419","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","戦略的 (senryakuteki): strategic",""
"1708214218-420","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","組み立てる: to set up, to construct",""
"1708214218-421","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","有効 (yuukou): effectiveness",""
"1708214218-422","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","事件 (jiken): event, affair, case",""
"1708214218-423","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","直後 (chokugo): immediately following",""
"1708214218-424","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","じゅんすい: pure, true, genuine",""
"1708214218-425","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","知性 (chisei): intelligence",""
"1708214218-426","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","科学 (kagaku): science",""
"1708214218-427","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","分野 (bun’ya): field, division, branch",""
"1708214218-428","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","発展 (hatten): development, growth",""
"1708214218-429","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","取引 (torihiki): transactions, dealings",""
"1708214218-430","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","解禁 (kaikin): lifting a ban",""
"1708214218-431","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","需要 (juyou): demand, request",""
"1708214218-432","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","満たす (mitasu): to satisfy, to fulfill",""
"1708214218-433","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","壊滅 (kaimetsu): destruction, annihilation",""
"1708214218-434","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","密猟 (mitsuryou): poaching",""
"1708214218-435","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","対策: counter-plan, counter-measure",""
"1708214218-436","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","保護 (hogo): care, protection, safeguard",""
"1708214218-437","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","資金 (shikin): funds, capital",""
"1708214218-438","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","じかんわり: timetable, schedule",""
"1708214218-439","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","案内図 (annaizu): guide map",""
"1708214218-440","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","細長い (hosonagai): long and narrow",""
"1708214218-441","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","紙切れ (kamikire): scrap of paper",""
"1708214218-442","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","刺激 (shigeki): stimulus, encouragement, motivation",""
"1708214218-443","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","違法 (ihou): illegal, unlawfulness",""
"1708214218-444","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","象牙 (zouge): ivory",""
"1708214218-445","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","合法 (gouhou): legal, lawful",""
"1708214218-446","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","装う: to pretend, to feign",""
"1708214218-447","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","しりつ: private (establishment)",""
"1708214218-448","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","学費 (gakuhi): tuition, school expenses",""
"1708214218-449","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 05","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-5/","Click here to download this test for offline viewing.",""
"1708214233-450","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","兵士たちが踏み込んできたときはパニックに駆られ、急場をしのぐ必要に迫られた。","迫られた"
"1708214233-451","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","1. 迫られた
 せまられた
 あばられた
 こごられた
 とがられた",""
"1708214233-452","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","砂漠の砂の下に埋れていた遺物を一つ一つ取り出し、そうこに運び込む。それから写真をとったり、こわれていた断片を継ぎ合わせたり、記録にとったりする。","そうこ"
"1708214233-453","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","2. そうこ
 倉麻
 創麻
 倉庫
 創庫",""
"1708214233-454","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","一般的に食べ物が胃の中で消化されるのには３～５時間かかると言われています。","消化"
"1708214233-455","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","3. 消化
 せいか
 そうか
 しょか
 しょうか",""
"1708214233-456","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","私はドラマの中のキャラクターを好きになるタイプなので、俳優そのものを追いかけることはあまりないのですが、彼はいつも私の心にひびく役を演じてくるんです。","ひびく"
"1708214233-457","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","4. ひびく
 驚く
 郷く
 響く
 緊く",""
